127.0.0.1 - - [27/Jan/2016:09:00:28 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [27/Jan/2016:09:04:30 +0800] "GET /bpms/index.jsp HTTP/1.1" 302 -
127.0.0.1 - - [27/Jan/2016:09:04:30 +0800] "GET /bpms/login.jsp HTTP/1.1" 200 5069
127.0.0.1 - - [27/Jan/2016:09:04:30 +0800] "GET /bpms/js/jquery.cookie.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:30 +0800] "GET /bpms/js/xheditor/jquery-1.8.0.min.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:30 +0800] "GET /bpms/css/zice.style.css HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/css/buttons.css HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/css/tipsy.css HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/css/icon.css HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/js/iphone.check.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/js/jquery-jrumble.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/js/jquery.tipsy.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/js/jquery.md5.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/js/login.js HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/extend/shadowForm.png HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/extend/user_.png HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/extend/pass_.png HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/extend/toplogo-jeecg.png HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/extend/top_bgrepeat.jpg HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/extend/pick_bg.jpg HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:31 +0800] "GET /bpms/extend/loader_green.gif HTTP/1.1" 304 -
127.0.0.1 - - [27/Jan/2016:09:04:39 +0800] "POST /bpms/systemAction!load.action HTTP/1.1" 200 38
127.0.0.1 - - [27/Jan/2016:09:04:40 +0800] "GET /bpms/index.jsp HTTP/1.1" 200 15046
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "POST /bpms/layout/north.jsp HTTP/1.1" 200 4732
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "POST /bpms/layout/south.jsp HTTP/1.1" 200 128
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "POST /bpms/layout/center.jsp HTTP/1.1" 200 6341
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 993
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "GET /bpms/systemAction!findAllFunctionList.action HTTP/1.1" 200 682
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "GET /bpms/layout/portal.jsp HTTP/1.1" 200 11261
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "GET /bpms/layout/portal.jsp HTTP/1.1" 200 11261
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "GET /message HTTP/1.1" 404 965
127.0.0.1 - - [27/Jan/2016:09:04:41 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 993
127.0.0.1 - - [27/Jan/2016:09:04:42 +0800] "POST /bpms/loanOrder/loanOrderAction!findLoanTaskCount.action HTTP/1.1" 200 41
127.0.0.1 - - [27/Jan/2016:09:04:42 +0800] "GET /favicon.ico HTTP/1.1" 404 973
127.0.0.1 - - [27/Jan/2016:09:04:43 +0800] "GET /bpms/jsp/loanOrder/taskClaimMain.jsp HTTP/1.1" 200 15741
127.0.0.1 - - [27/Jan/2016:09:04:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 993
127.0.0.1 - - [27/Jan/2016:09:04:44 +0800] "POST /bpms/loanOrder/loanOrderAction!findAllClaimTask.action HTTP/1.1" 200 1183
127.0.0.1 - - [27/Jan/2016:09:04:50 +0800] "POST /bpms/loanOrder/loanOrderAction!findTaskFormKeyByTaskId.action HTTP/1.1" 200 33
127.0.0.1 - - [27/Jan/2016:09:04:50 +0800] "POST /bpms/jsp/loanOrder/IPC/taskIPCInitialAuditForm.jsp HTTP/1.1" 200 7799
127.0.0.1 - - [27/Jan/2016:09:04:50 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 993
127.0.0.1 - - [27/Jan/2016:09:04:50 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 993
127.0.0.1 - - [27/Jan/2016:09:04:50 +0800] "POST /bpms/loanOrderHis/loanOrderHisAction!findAllLoanOrderHis.action HTTP/1.1" 200 794
127.0.0.1 - - [27/Jan/2016:09:05:01 +0800] "POST /bpms/loanOrder/loanOrderAction!findTaskFormKeyByTaskId.action HTTP/1.1" 200 33
127.0.0.1 - - [27/Jan/2016:09:05:01 +0800] "POST /bpms/jsp/loanOrder/IPC/taskIPCInitialAuditForm.jsp HTTP/1.1" 200 7799
127.0.0.1 - - [27/Jan/2016:09:05:01 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 993
127.0.0.1 - - [27/Jan/2016:09:05:01 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 993
127.0.0.1 - - [27/Jan/2016:09:05:01 +0800] "POST /bpms/loanOrderHis/loanOrderHisAction!findAllLoanOrderHis.action HTTP/1.1" 200 794
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/jsp/loanOrder/IPC/ipcApplicationReportTbs.jsp?t=Wed%20Jan%2027%202016%2009:05:04%20GMT+0800%20(%E4%B8%AD%E5%9B%BD%E6%A0%87%E5%87%86%E6%97%B6%E9%97%B4) HTTP/1.1" 200 39228
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=loan_info HTTP/1.1" 200 100
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "GET /bpms/creditAuditReport/creditAuditReportAction!findCreditAuditReportByLoanOrderId.action?loanOrderId=4028bc82526201eb015266f132910031 HTTP/1.1" 200 141
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [27/Jan/2016:09:05:04 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [27/Jan/2016:09:05:05 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=loan_info HTTP/1.1" 200 100
127.0.0.1 - - [27/Jan/2016:09:05:05 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [27/Jan/2016:09:05:05 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [27/Jan/2016:09:05:05 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [27/Jan/2016:09:05:05 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [27/Jan/2016:09:05:05 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [27/Jan/2016:09:05:39 +0800] "POST /bpms/creditAuditReport/creditAuditReportAction!saveCreditAuditReport.action HTTP/1.1" 200 380
127.0.0.1 - - [27/Jan/2016:09:06:33 +0800] "POST /bpms/loansDetails/loansDetailsAction!saveLoanDetails.action HTTP/1.1" 500 86
127.0.0.1 - - [27/Jan/2016:09:07:51 +0800] "GET /bpms/jsp/loanOrder/taskClaimMain.jsp HTTP/1.1" 200 15741
